Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.513393,0.515625,0.513393,0.513393,0.421597,117258400
1980-12-15,0.488839,0.488839,0.486607,0.486607,0.399601,43971200
1980-12-16,0.453125,0.453125,0.450893,0.450893,0.370272,26432000
1980-12-17,0.462054,0.464286,0.462054,0.462054,0.379437,21610400
1980-12-18,0.475446,0.477679,0.475446,0.475446,0.390436,18362400
1980-12-19,0.504464,0.506696,0.504464,0.504464,0.414265,12157600
1980-12-22,0.529018,0.531250,0.529018,0.529018,0.434428,9340800
1980-12-23,0.551339,0.553571,0.551339,0.551339,0.452758,11737600
1980-12-24,0.580357,0.582589,0.580357,0.580357,0.476588,12000800
1980-12-26,0.633929,0.636161,0.633929,0.633929,0.520581,13893600
1980-12-29,0.642857,0.645089,0.642857,0.642857,0.527913,23290400
1980-12-30,0.629464,0.629464,0.627232,0.627232,0.515082,17220000
1980-12-31,0.611607,0.611607,0.609375,0.609375,0.500417,8937600
1981-01-02,0.616071,0.620536,0.616071,0.616071,0.505916,5415200
1981-01-05,0.604911,0.604911,0.602679,0.602679,0.494918,8932000
1981-01-06,0.578125,0.578125,0.575893,0.575893,0.472922,11289600
1981-01-07,0.553571,0.553571,0.551339,0.551339,0.452758,13921600
1981-01-08,0.542411,0.542411,0.540179,0.540179,0.443594,9956800
1981-01-09,0.569196,0.571429,0.569196,0.569196,0.467423,5376000
1981-01-12,0.569196,0.569196,0.564732,0.564732,0.463757,5924800
1981-01-13,0.546875,0.546875,0.544643,0.544643,0.447260,5762400
1981-01-14,0.546875,0.549107,0.546875,0.546875,0.449092,3572800
1981-01-15,0.558036,0.562500,0.558036,0.558036,0.458258,3516800
1981-01-16,0.555804,0.555804,0.553571,0.553571,0.454591,3348800
1981-01-19,0.587054,0.589286,0.587054,0.587054,0.482087,10393600
1981-01-20,0.571429,0.571429,0.569196,0.569196,0.467423,7520800
1981-01-21,0.580357,0.584821,0.580357,0.580357,0.476588,3976000
1981-01-22,0.587054,0.591518,0.587054,0.587054,0.482087,8887200
1981-01-23,0.587054,0.589286,0.584821,0.584821,0.480254,2805600
1981-01-26,0.578125,0.578125,0.575893,0.575893,0.472922,6160000
1981-01-27,0.575893,0.575893,0.571429,0.571429,0.469256,5924800
1981-01-28,0.555804,0.555804,0.553571,0.553571,0.454591,7039200
1981-01-29,0.535714,0.535714,0.533482,0.533482,0.438094,10976000
1981-01-30,0.508929,0.508929,0.504464,0.504464,0.414265,11547200
1981-02-02,0.477679,0.477679,0.475446,0.475446,0.390436,5941600
1981-02-03,0.493304,0.495536,0.493304,0.493304,0.405100,4788000
1981-02-04,0.511161,0.513393,0.511161,0.511161,0.419764,6966400
1981-02-05,0.511161,0.515625,0.511161,0.511161,0.419764,1982400
1981-02-06,0.513393,0.515625,0.513393,0.513393,0.421597,3466400
1981-02-09,0.491071,0.491071,0.486607,0.486607,0.399601,4188800
1981-02-10,0.486607,0.488839,0.486607,0.486607,0.399601,4586400
1981-02-11,0.473214,0.473214,0.470982,0.470982,0.386769,3460800
1981-02-12,0.468750,0.468750,0.466518,0.466518,0.383103,3640000
1981-02-13,0.459821,0.459821,0.455357,0.455357,0.373938,2788800
1981-02-17,0.466518,0.468750,0.466518,0.466518,0.383103,3068800
1981-02-18,0.486607,0.491071,0.486607,0.486607,0.399601,4810400
1981-02-19,0.459821,0.459821,0.457589,0.457589,0.375771,5577600
1981-02-20,0.435268,0.435268,0.433036,0.433036,0.355608,6092800
1981-02-23,0.439732,0.441964,0.439732,0.439732,0.361107,3528000
1981-02-24,0.428571,0.428571,0.424107,0.424107,0.348276,4244800
1981-02-25,0.450893,0.453125,0.450893,0.450893,0.370272,4872000
1981-02-26,0.457589,0.459821,0.457589,0.457589,0.375771,2710400
1981-02-27,0.473214,0.477679,0.473214,0.473214,0.388602,3690400
1981-03-02,0.475446,0.477679,0.475446,0.475446,0.390436,2940000
1981-03-03,0.470982,0.470982,0.468750,0.468750,0.384936,4043200
1981-03-04,0.466518,0.466518,0.464286,0.464286,0.381270,3427200
1981-03-05,0.464286,0.464286,0.462054,0.462054,0.379437,1344000
1981-03-06,0.462054,0.462054,0.457589,0.457589,0.375771,2900800
1981-03-09,0.424107,0.424107,0.421875,0.421875,0.346443,3830400
1981-03-10,0.404018,0.404018,0.401786,0.401786,0.329946,7095200
1981-03-11,0.390625,0.390625,0.386161,0.386161,0.317114,7464800
1981-03-12,0.401786,0.404018,0.401786,0.401786,0.329946,14812000
1981-03-13,0.399554,0.399554,0.397321,0.397321,0.326280,57825600
1981-03-16,0.412946,0.417411,0.412946,0.412946,0.339111,9307200
1981-03-17,0.433036,0.437500,0.433036,0.433036,0.355608,10936800
1981-03-18,0.459821,0.464286,0.459821,0.459821,0.377604,9234400
1981-03-19,0.457589,0.457589,0.455357,0.455357,0.373938,9452800
1981-03-20,0.459821,0.464286,0.459821,0.459821,0.377604,3651200
1981-03-23,0.477679,0.482143,0.477679,0.477679,0.392269,5504800
1981-03-24,0.477679,0.477679,0.475446,0.475446,0.390436,7039200
1981-03-25,0.470982,0.470982,0.466518,0.466518,0.383103,1764000
1981-03-26,0.459821,0.459821,0.457589,0.457589,0.375771,3068800
1981-03-27,0.444196,0.444196,0.441964,0.441964,0.362940,3063200
1981-03-30,0.441964,0.446429,0.441964,0.441964,0.362940,2475200
1981-03-31,0.441964,0.441964,0.437500,0.437500,0.359274,3998400
1981-04-01,0.435268,0.435268,0.433036,0.433036,0.355608,8517600
1981-04-02,0.470982,0.473214,0.470982,0.470982,0.386769,7851200
1981-04-03,0.473214,0.475446,0.473214,0.473214,0.388602,4121600
1981-04-06,0.466518,0.466518,0.464286,0.464286,0.381270,5700800
1981-04-07,0.462054,0.462054,0.459821,0.459821,0.377604,2671200
1981-04-08,0.482143,0.486607,0.482143,0.482143,0.395935,5488000
1981-04-09,0.491071,0.493304,0.491071,0.491071,0.403267,3124800
